300 300
130 100 0.511045790108635
130 102 0.5998420577535724
130 156 0.5860214882931224
130 264 0.23337164039522992
130 267 0.5345693638771605
131 24 0.32883722981091185
131 44 0.06979926290648937
131 47 0.32400425292635854
131 127 0.30065147268805625
131 132 0.1985159749241644
131 145 0.24586622352297227
131 157 0.30949900486151694
131 195 0.2802314354203346
131 211 0.24770217241158382
131 272 0.32074646060954787
132 41 0.35108307166547414
132 44 0.2203865091573044
132 127 0.33871623167033765
132 129 0.2975541172464639
132 131 0.1985159749241644
132 145 0.07878442239133561
132 157 0.19868524018682757
132 198 0.2572977431773973
132 203 0.2105186056893972
132 272 0.3305035192891726
133 106 0.01264241750257572
134 1 0.22709622761449522
134 48 0.39668857253863143
134 89 0.3112703073200292
134 108 0.3521303300522766
134 146 0.10259092172065853
134 148 0.3007655258016261
134 189 0.3522521181432629
134 243 0.4192829457186479
134 286 0.18960318942903973
134 292 0.2703442644814907
135 19 0.21987646737247749
135 44 0.4657784447126619
135 57 0.38033005498926314
135 65 0.4500171303389362
135 110 0.23069354392868974
135 127 0.10755353178482784
135 131 0.3968192982426426
135 132 0.44599845520689146
135 195 0.11831320371102373
135 216 0.47804145237287865
136 23 0.6761980928122127
136 50 0.4532906355403104
136 64 0.40770225662469534
136 196 0.5621291563488731
136 223 0.2799859413461325
136 225 0.32948022460250426
136 239 0.615062026861903
136 254 0.590088044820537
136 262 0.2354482074378407
136 271 0.2901615521893686
137 31 0.1086414294806496
137 35 0.3301741715335426
137 36 0.07581508012050985
137 58 0.3774272394515446
137 60 0.24380598712752458
137 66 0.36752250044868306
137 149 0.3144579725214011
137 220 0.267691228052889
137 245 0.29373450543862895
137 279 0.3855132065380127
138 226 0.15913958901404518
139 3 0.5985086310804131
139 30 0.4188695613024074
139 52 0.38963932625288755
139 56 0.6100051913994626
139 102 0.26139575134171833
139 148 0.5842426681728324
139 227 0.1715361467504035
139 264 0.6774834924848814
139 267 0.24400614689260144
139 292 0.6759994670711488
140 37 0.09469163172454213
141 18 0.1680551375411652
141 45 0.1981690521770974
141 55 0.15642551691889328
141 63 0.014306808095548287
141 94 0.21039227859992407
141 155 0.04556105784850664
141 179 0.17567276910984694
141 191 0.1245000883884222
141 234 0.07583446216688468
141 265 0.12603570846200726
142 40 0.6235234151123651
142 95 0.41940428137405117
142 169 0.2691736439755439
142 170 0.7023040096793978
142 197 0.48191122556133875
142 200 0.26751855803477775
142 204 0.5122709524140302
142 266 0.5331503707979307
142 282 0.442853635947258
142 289 0.623522452672311
143 174 0.32979699060882356
144 173 0.25730896496041056
145 41 0.2772938956582902
145 44 0.24668448381968366
145 74 0.39597090841286575
145 129 0.27537651408333175
145 131 0.24586622352297227
145 132 0.07878442239133561
145 157 0.12481732051122253
145 198 0.17860175385027802
145 203 0.16035583956572183
145 272 0.2847513247733574
146 1 0.12609654937755085
146 48 0.2978599600304357
146 89 0.21271217303793502
146 116 0.3545221087903924
146 134 0.10259092172065853
146 148 0.27921696230990106
146 189 0.37085327188486167
146 243 0.331785374790023
146 286 0.18129239796008767
146 292 0.3160626221366418
147 15 0.4970357155958184
147 29 0.23293743246752652
147 61 0.5825248052836733
147 81 0.5945963440805078
147 178 0.5716896220322821
147 184 0.39813820617448764
147 193 0.5528959992010958
147 212 0.40543150460509864
147 219 0.45272826421018825
147 297 0.5614778631683246
148 1 0.32871194069243276
148 48 0.46116323934758846
148 52 0.3777703350135647
148 89 0.39895161240442273
148 108 0.5092174185808075
148 134 0.3007655258016261
148 146 0.27921696230990106
148 228 0.5035258452534408
148 286 0.45897769257682586
148 292 0.1926797266608143
149 36 0.24264316780307932
149 48 0.31468868213208606
149 58 0.1479948150490048
149 116 0.1595256964844466
149 137 0.3144579725214011
149 220 0.08530597489983009
149 243 0.21448041656713668
149 244 0.29121724353834066
149 245 0.22344695581610508
149 279 0.21797293603546392
150 34 0.13256145216142706
150 46 0.20707871986318166
150 58 0.3652597744494104
150 199 0.3050148990587143
150 214 0.24277000355277029
150 244 0.23955781116859645
150 246 0.17415264084284
150 259 0.22501521821089948
150 278 0.3394246578620533
150 294 0.23725817467170354
151 12 0.2888655542121953
151 16 0.1139264509475728
151 77 0.2847920494659347
151 104 0.09438931822873334
151 164 0.26663458647715577
151 187 0.251858475290162
151 192 0.09450470220277295
151 208 0.17043956983917516
151 235 0.280660640967711
151 260 0.046262168124811265
152 249 0.14171120538085283
153 27 0.3751026798828793
153 87 0.28828710123072376
153 167 0.11563195792511569
153 184 0.24823975746125762
153 212 0.2948401483097948
153 219 0.48216399564596774
153 241 0.09078366473974508
153 253 0.3230715903651664
153 261 0.19885919014465805
153 297 0.3176277511546757
154 14 0.12156708572373055
154 80 0.32068330370184717
154 101 0.46546644851828783
154 112 0.4661629948561265
154 121 0.6015984055900921
154 123 0.6182748777343378
154 202 0.3276976676954899
154 224 0.07250336747341679
154 257 0.49774813923778116
154 275 0.2810335135433383
155 18 0.21316270223332467
155 45 0.153323201616814
155 55 0.12516419378951849
155 63 0.03245783370320765
155 65 0.2049116056225931
155 141 0.04556105784850664
155 179 0.21142098790903827
155 191 0.07923392460742124
155 234 0.07388277981116248
155 265 0.1654085281826553
156 3 0.2998707802408515
156 72 0.12039138823367725
156 79 0.15551582237630907
156 84 0.36633715152850765
156 171 0.3622402670220651
156 175 0.30675776703677843
156 228 0.3590476099983242
156 264 0.35282828185307596
156 278 0.3251225849420843
156 294 0.376949660794069
157 41 0.2171660170329517
157 44 0.28125805852647184
157 129 0.33444898665127415
157 131 0.30949900486151694
157 132 0.19868524018682757
157 145 0.12481732051122253
157 194 0.31541404756420927
157 198 0.0795834400663583
157 203 0.19716181363221227
157 272 0.19569553807335013
158 21 0.24799585578934566
158 26 0.19345632710761695
158 53 0.2646012652953212
158 83 0.23648700518174878
158 91 0.09915429559379922
158 114 0.20507251403244828
158 125 0.24426782627434318
158 236 0.2600582693950197
158 258 0.29186273839033516
158 291 0.17200705802336627
159 2 0.21667913475170958
159 16 0.3605086252456904
159 77 0.18480257299492078
159 104 0.3482286313651369
159 107 0.24566324789998348
159 151 0.3582722332704044
159 164 0.3042778942104645
159 186 0.2891603879662436
159 208 0.20647885307289368
159 260 0.38765307351607214
160 34 0.46522490662351473
160 46 0.5900051551495372
160 58 0.591654004114404
160 92 0.3107807037743197
160 113 0.3306934476280003
160 150 0.5548668459782938
160 199 0.3484363506939631
160 246 0.43055452726966786
160 279 0.522816831434367
160 293 0.4140835017626826
161 15 0.232567453728155
161 61 0.29875556144045073
161 81 0.08739771492910284
161 90 0.27238944831475076
161 162 0.10964974774115915
161 178 0.10845255337049281
161 193 0.20557448622510424
161 232 0.19436543725636182
161 235 0.3194774903198949
161 289 0.2813559333471508
162 61 0.2642844527609882
162 81 0.15256935695322776
162 161 0.10964974774115915
162 178 0.1744946039856448
162 187 0.2762053036582125
162 193 0.20584865941500072
162 230 0.2688744997679549
162 232 0.26755670175258506
162 235 0.2198335773099151
162 289 0.27749343222304274
163 4 0.3758538760253742
163 21 0.6476098430588465
163 49 0.46654383534620103
163 54 0.2630530316540667
163 96 0.5318431630947527
163 118 0.02878472246790612
163 124 0.28808025510823704
163 168 0.5524397907605373
163 276 0.5242310109905456
163 295 0.410829683589229
164 16 0.3594559237432097
164 22 0.2647233606552685
164 27 0.23329901107366482
164 104 0.33746043364576794
164 151 0.26663458647715577
164 159 0.3042778942104645
164 192 0.3609430276903208
164 208 0.2794835132762924
164 253 0.3400440883112281
164 260 0.2550575559042526
165 196 0.3912934352892862
166 57 0.724119648179461
167 22 0.5420815646592922
167 27 0.41939704736940525
167 87 0.2321575151837499
167 153 0.11563195792511569
167 184 0.3444887580874898
167 212 0.3727984479697851
167 241 0.07541255496457758
167 253 0.3959982427147985
167 261 0.1302530472082565
167 297 0.41566549051201596
168 21 0.36283041206682065
168 59 0.3799952617094269
168 82 0.2931585957843007
168 83 0.33512538663600966
168 96 0.09446930444381443
168 117 0.3319786546486203
168 124 0.3177991353193954
168 128 0.4795994229181469
168 276 0.15065641658180373
168 291 0.42427234291271415
169 95 0.151769781782167
169 142 0.2691736439755439
169 170 0.4350088119272379
169 197 0.43844830698420856
169 200 0.012349060648208662
169 204 0.2449803390497314
169 232 0.5281832929556323
169 266 0.3511689485999446
169 282 0.45407424315059824
169 289 0.39300306048326694
170 70 0.26615109417876553
170 95 0.28332919536105067
170 161 0.412821728362892
170 162 0.3440683847011389
170 192 0.4277595391654708
170 204 0.21690849284989394
170 230 0.15106216676946363
170 232 0.4108246774042012
170 235 0.4019619107036239
170 289 0.22815353394204207
171 46 0.2462964895008939
171 72 0.30008690036854346
171 79 0.2110875579914108
171 84 0.3239953834977356
171 150 0.4533154706924872
171 156 0.3622402670220651
171 175 0.41008168319390254
171 278 0.14553833711827402
171 288 0.24119601484602146
171 294 0.3321648479132738
172 26 0.27848435290958734
172 39 0.18410988206970458
172 53 0.22473318905394674
172 59 0.25495048360238703
172 112 0.22554414270666148
172 121 0.212748651239661
172 123 0.16982948110440088
172 126 0.1935667309710031
172 252 0.039054972856136835
172 263 0.12744256622461766
173 229 0.2341933637842238
174 143 0.32979699060882356
175 3 0.15287876519933183
175 46 0.30998542706992055
175 72 0.2037604172346811
175 79 0.33266408957815075
175 156 0.30675776703677843
175 214 0.3051826372626361
175 228 0.0906736332697761
175 259 0.25248598080105356
175 278 0.27469649928611095
175 294 0.1461933410325169
176 20 0.459319076022751
176 49 0.5090865517038923
176 97 0.6053911349175017
176 105 0.481140135463822
176 177 0.40694480701906105
176 188 0.36425971444753236
176 269 0.5587997017557186
176 280 0.3078788017785995
176 295 0.5052494068548129
176 296 0.29118897789684534
177 49 0.3823013466393797
177 67 0.3579178665903653
177 97 0.36177338434830913
177 105 0.09335536172875576
177 125 0.3203995583982953
177 188 0.15952757114787258
177 258 0.3120855742350339
177 269 0.20502260257172045
177 281 0.36640425450554065
177 296 0.22520603448210635
178 15 0.1774097664794397
178 61 0.2348329186340738
178 81 0.022962819364211833
178 90 0.283469637687466
178 161 0.10845255337049281
178 162 0.1744946039856448
178 193 0.1266477140350369
178 219 0.28427586516618714
178 232 0.2797998824432699
178 235 0.33031424925929376
179 18 0.09959411903748742
179 63 0.18272845133633023
179 94 0.21207582674158448
179 141 0.17567276910984694
179 155 0.21142098790903827
179 191 0.27510421088072634
179 201 0.14536256398041114
179 234 0.24555906817573486
179 237 0.2835923134710703
179 265 0.05344799705729021
180 20 0.3523533725295811
180 51 0.3702109275724497
180 67 0.25531840450942656
180 86 0.29923726176614435
180 97 0.13979722591405125
180 188 0.39581470540086733
180 221 0.34648761616752066
180 240 0.1985942435458908
180 281 0.13976049245439084
180 283 0.29947081958468863
181 7 0.32734066696401226
181 12 0.5379581814248199
181 32 0.1897845638209772
181 43 0.13971857139414132
181 70 0.3617141069301436
181 185 0.30914310520437716
181 197 0.5409095575771342
181 204 0.5556936141308327
181 210 0.465357914951922
181 266 0.38648839713154787
182 10 0.5111373034860455
182 23 0.25539460381712764
182 24 0.327934588377734
182 38 0.2516987309212203
182 64 0.39250988755553545
182 76 0.5237823137349292
182 165 0.42326780122058755
182 239 0.49649690025964344
182 272 0.3990460363847382
182 299 0.4302864621332874
183 10 0.2894894168494483
183 47 0.28989948331894144
183 69 0.19724094906785852
183 73 0.0657803417028098
183 76 0.18912738852044375
183 93 0.1687713988765029
183 206 0.18154554969916833
183 239 0.29355551369490185
183 248 0.27583946836131523
183 251 0.04666164719476104
184 27 0.5325883282161645
184 147 0.39813820617448764
184 153 0.24823975746125762
184 167 0.3444887580874898
184 212 0.0845375327314368
184 219 0.4204810188189541
184 241 0.3390230048698247
184 253 0.43693230315578485
184 261 0.4470395684390737
184 297 0.358859227404704
185 7 0.0196634064835308
185 12 0.22890087793624306
185 16 0.3948762648247554
185 43 0.20010732582306034
185 70 0.22681535846543605
185 77 0.42674500976097296
185 104 0.4159914930600803
185 181 0.30914310520437716
185 192 0.43060033298879274
185 210 0.17954885536995344
186 2 0.12019666355322293
186 22 0.3565811254269405
186 77 0.4663574170698739
186 85 0.20096135821429612
186 107 0.4259699016879092
186 109 0.21448673381106534
186 159 0.2891603879662436
186 164 0.4626806267922825
186 208 0.49173273820621105
186 268 0.42063662418959147
187 16 0.3297648271355189
187 61 0.20961838313272657
187 104 0.32076005844613
187 151 0.251858475290162
187 162 0.2762053036582125
187 192 0.2636613380589858
187 193 0.27742853540368684
187 230 0.31349146873499817
187 235 0.06394654883843495
187 260 0.21172233828625042
188 20 0.24601589349287448
188 97 0.2617631052606024
188 105 0.2485208116056989
188 176 0.36425971444753236
188 177 0.15952757114787258
188 240 0.3743351527938095
188 269 0.3625475039477145
188 280 0.3602271830496925
188 281 0.2642588666466445
188 296 0.09103050850138199
189 1 0.401504553387345
189 31 0.3894690985324702
189 89 0.42355953571754185
189 116 0.3730344357123131
189 134 0.3522521181432629
189 146 0.37085327188486167
189 149 0.4209697147761871
189 243 0.4168346994878649
189 245 0.21611551809936708
189 286 0.19205732692771496
190 15 0.5158469049390997
190 29 0.5970144275902194
190 40 0.35317442618114997
190 81 0.6813161519118811
190 90 0.4000834076259652
190 138 0.23176964113493007
190 161 0.6720608966220467
190 178 0.6751082904953946
190 226 0.3500210240400008
190 232 0.5549537242970969
191 45 0.0831816500825267
191 55 0.11244666519655903
191 63 0.11071062008014917
191 65 0.19605339451927337
191 141 0.1245000883884222
191 155 0.07923392460742124
191 179 0.27510421088072634
191 216 0.2335815634958019
191 234 0.12811675085143687
191 265 0.23522373617795297
192 12 0.22718031854565873
192 16 0.06984002859800092
192 77 0.29838186460801724
192 104 0.06984594392581073
192 151 0.09450470220277295
192 187 0.2636613380589858
192 208 0.20838849631425763
192 230 0.2940573465437763
192 235 0.27073477257758427
192 260 0.12075020111155291
193 15 0.2783911973859342
193 61 0.10955389680515204
193 81 0.132875261210306
193 161 0.20557448622510424
193 162 0.20584865941500072
193 178 0.1266477140350369
193 187 0.27742853540368684
193 219 0.1758406829279384
193 235 0.260882271958994
193 297 0.34374935836221354
194 6 0.5364043551117865
194 38 0.45270547724584165
194 41 0.13438155466232934
194 129 0.3890500774346371
194 132 0.4775256839723441
194 145 0.4007152745243773
194 157 0.31541404756420927
194 198 0.2362570173762598
194 203 0.3129394113874641
194 272 0.42628680164916777
195 19 0.33527096019234626
195 44 0.3485720210515837
195 47 0.40920741679842604
195 110 0.34705061887940036
195 127 0.06142808359010607
195 131 0.2802314354203346
195 132 0.3550913242130378
195 135 0.11831320371102373
195 145 0.43293814332003694
195 211 0.4080282516423543
196 225 0.24002308242591844
197 43 0.5652936952599827
197 95 0.5065986733226571
197 115 0.4815149353739219
197 142 0.48191122556133875
197 169 0.43844830698420856
197 181 0.5409095575771342
197 200 0.45027778771632726
197 204 0.49503568594741104
197 266 0.256555183718309
197 282 0.0932516344999805
198 41 0.1418218247460529
198 44 0.36082383336249674
198 129 0.3139270032177945
198 131 0.3879064517689923
198 132 0.2572977431773973
198 145 0.17860175385027802
198 157 0.0795834400663583
198 194 0.2362570173762598
198 203 0.17997697692322823
198 272 0.24140426853477054
199 34 0.17463270960785313
199 58 0.25016071880182766
199 113 0.37920190660235914
199 149 0.39802618384811056
199 150 0.3050148990587143
199 160 0.3484363506939631
199 220 0.35654359569196925
199 244 0.39430035217454473
199 246 0.13157714325530964
199 279 0.19466016344540193
200 95 0.15201303163850216
200 142 0.26751855803477775
200 169 0.012349060648208662
200 170 0.4352685590311044
200 197 0.45027778771632726
200 204 0.24923995160558352
200 232 0.5189345518419657
200 266 0.3628744281751183
200 282 0.46494039232465023
200 289 0.38677323466017377
201 18 0.16710044227739293
201 63 0.3214698220141718
201 94 0.2526266241587834
201 122 0.33806561945557273
201 141 0.3121186712036348
201 155 0.35216323456240395
201 179 0.14536256398041114
201 237 0.3337383830952762
201 265 0.1867779385181555
201 287 0.3607616599327269
202 275 0.18263659066368806
203 41 0.1788186471131813
203 74 0.33568615887827724
203 129 0.13772595335243765
203 131 0.40276115183776495
203 132 0.2105186056893972
203 145 0.16035583956572183
203 157 0.19716181363221227
203 194 0.3129394113874641
203 198 0.17997697692322823
203 272 0.3928044220946539
204 43 0.4560060401254508
204 70 0.30442289341142015
204 95 0.11482982246398533
204 169 0.2449803390497314
204 170 0.21690849284989394
204 200 0.24923995160558352
204 230 0.3673173341359888
204 232 0.49101710267687837
204 266 0.2793842310195855
204 289 0.30074897038539905
205 249 0.7886055300076928
206 10 0.16667372169219224
206 47 0.10837959905898893
206 73 0.12755409034696072
206 76 0.22859783986334542
206 93 0.24116008198669947
206 183 0.18154554969916833
206 211 0.1890996680023027
206 248 0.2995185081739171
206 251 0.16328386664050618
206 299 0.25014460429965685
207 8 0.542687026590081
207 9 0.033497058601579754
207 75 0.25023672785886963
207 79 0.5913677735078124
207 84 0.3418655982360948
207 100 0.11971728527043198
207 130 0.6208385665593648
207 156 0.6298773642070574
207 238 0.4387936322814807
207 264 0.5617172208846052
208 12 0.24567070005649636
208 16 0.15428185537096095
208 77 0.12164120137561021
208 104 0.141845859192263
208 107 0.3189843062810718
208 151 0.17043956983917516
208 159 0.20647885307289368
208 164 0.2794835132762924
208 192 0.20838849631425763
208 260 0.21060941974725597
209 33 0.1578958879107888
210 7 0.1705270041730838
210 12 0.14403194363661362
210 16 0.3109057992751621
210 70 0.373892131813719
210 77 0.26103676806627757
210 104 0.3272460717187485
210 107 0.3108157969376802
210 185 0.17954885536995344
210 192 0.3688850106920713
210 208 0.33268405734360423
211 10 0.12011607691092702
211 24 0.2871696357057585
211 44 0.22820914871424192
211 47 0.11014990113434496
211 73 0.29552299732183723
211 76 0.3158084375514915
211 93 0.3470163988233286
211 131 0.24770217241158382
211 206 0.1890996680023027
211 299 0.16512924626374478
212 25 0.565390605964711
212 147 0.40543150460509864
212 153 0.2948401483097948
212 167 0.3727984479697851
212 184 0.0845375327314368
212 219 0.4988924449689135
212 241 0.3833210537455058
212 253 0.518204400834647
212 261 0.4885681343727526
212 297 0.4431837908511568
213 173 0.24207383300839633
214 48 0.17343944975148637
214 89 0.24488707359030543
214 116 0.3104687795119823
214 150 0.24277000355277029
214 175 0.3051826372626361
214 228 0.28762494469491473
214 243 0.24652829084613959
214 244 0.12673308946700274
214 259 0.05592456507765968
214 294 0.27419425761626504
215 19 0.4764653755090658
215 45 0.4100317438713522
215 55 0.5128808753261516
215 63 0.5572504741139698
215 65 0.554301344098963
215 110 0.46245685227453304
215 120 0.5397316090572368
215 155 0.5290410367325882
215 191 0.45247129569665845
215 216 0.2271736682832108
216 45 0.18303442379162663
216 55 0.2857115081328301
216 63 0.34308966857770207
216 65 0.33106086009611196
216 141 0.3572100659938089
216 155 0.31255175902192733
216 191 0.2335815634958019
216 215 0.2271736682832108
216 234 0.3528953492490247
216 265 0.454218187377956
217 39 0.3645059146138574
217 53 0.39123379500000965
217 78 0.2668978664000111
217 103 0.38861798294009803
217 114 0.304356595198793
217 121 0.3284599403100123
217 126 0.3548027103401405
217 222 0.06614300198859348
217 236 0.22960224572486443
217 257 0.2965503152211078
218 106 0.5802202697788397
219 61 0.14029948427690597
219 81 0.2978811105129989
219 161 0.37863840870560256
219 162 0.37750546644219724
219 178 0.28427586516618714
219 187 0.34142743846610096
219 193 0.1758406829279384
219 235 0.35745646679747006
219 253 0.3037795216427684
219 297 0.20109960378908515
220 31 0.31209056671446067
220 36 0.20595958374705087
220 58 0.11897274077625714
220 116 0.24365927360450138
220 137 0.267691228052889
220 149 0.08530597489983009
220 243 0.29442023711818377
220 244 0.34531869119528247
220 245 0.2691478838440482
220 279 0.16340905446083473
221 17 0.11856671367880636
221 51 0.07204812487598587
221 67 0.3682660436212322
221 78 0.3965698397015303
221 86 0.23709183165419162
221 97 0.4760184215422909
221 103 0.17215510391390193
221 180 0.34648761616752066
221 283 0.27385736923076753
221 284 0.37569114233551243
222 78 0.2703068778585513
222 103 0.3414069147943512
222 114 0.3637697685948442
222 121 0.3937110296799698
222 126 0.42086556716789736
222 217 0.06614300198859348
222 236 0.27205574269540267
222 257 0.2581935548950277
222 275 0.43030853254997514
222 284 0.42511834767643736
223 271 0.05158223742120545
224 14 0.1911235880070143
224 80 0.3658579830991283
224 101 0.5064179160297051
224 112 0.41889835445731455
224 121 0.5445541070820109
224 154 0.07250336747341679
224 202 0.3054587286503156
224 217 0.557530594631129
224 257 0.4315702218538721
224 275 0.2230192088154714
225 271 0.04636688726312479
226 138 0.15913958901404518
227 139 0.1715361467504035
228 3 0.11049627593693684
228 46 0.38850946826478955
228 52 0.30040850554370724
228 72 0.27364983366722734
228 156 0.3590476099983242
228 175 0.0906736332697761
228 214 0.28762494469491473
228 259 0.24392526452474633
228 278 0.3649591613658218
228 294 0.21924916089759655
229 173 0.2341933637842238
230 16 0.3454764025697538
230 70 0.3187512461515003
230 104 0.3568416345913564
230 161 0.36566889776814154
230 162 0.2688744997679549
230 170 0.15106216676946363
230 187 0.31349146873499817
230 192 0.2940573465437763
230 235 0.2593846671442474
230 289 0.29858860874236726
231 46 0.6438964766132406
231 62 0.5588687596076123
231 79 0.6486162653574747
231 84 0.5264374206833257
231 92 0.5771377552502271
231 171 0.480334957325539
231 238 0.343287020422535
231 278 0.613473123654947
231 288 0.2405079920958786
231 293 0.29313185877403825
232 15 0.2923666300047333
232 40 0.2663674204934516
232 81 0.2661150185511488
232 90 0.20425517089771045
232 161 0.19436543725636182
232 162 0.26755670175258506
232 170 0.4108246774042012
232 178 0.2797998824432699
232 193 0.3963277503452011
232 289 0.19569747751706287
233 128 0.24895377100134444
234 18 0.21543574037822483
234 45 0.17454121824079274
234 55 0.09804688298021012
234 63 0.07710078231862608
234 65 0.15701500678492558
234 141 0.07583446216688468
234 155 0.07388277981116248
234 191 0.12811675085143687
234 248 0.21337336440029064
234 265 0.193174448541703
235 61 0.21815723048275187
235 81 0.3172989550835385
235 151 0.280660640967711
235 161 0.3194774903198949
235 162 0.2198335773099151
235 187 0.06394654883843495
235 192 0.27073477257758427
235 193 0.260882271958994
235 230 0.2593846671442474
235 260 0.24667647504877793
236 26 0.31458840444933134
236 53 0.28096702771694687
236 78 0.16540581078795083
236 91 0.27066548815288094
236 114 0.14604819930447696
236 126 0.30856201907400577
236 158 0.2600582693950197
236 217 0.22960224572486443
236 222 0.27205574269540267
236 284 0.27512760319780827
237 18 0.18791744964328688
237 63 0.24880075061454465
237 69 0.27963341197001285
237 94 0.08115241404603939
237 141 0.2356075231388558
237 155 0.270638185035162
237 179 0.2835923134710703
237 234 0.21731474792734942
237 248 0.09913369074862864
237 265 0.24350355036676152
238 9 0.4278568207758733
238 62 0.6201029778529181
238 75 0.5182239196933001
238 84 0.4362191085927189
238 100 0.5575722235756845
238 171 0.6033846198987911
238 207 0.4387936322814807
238 231 0.343287020422535
238 288 0.44257908962323456
238 293 0.636084695143886
239 10 0.33998626926868547
239 23 0.26162163860474413
239 64 0.24257695824471512
239 73 0.28388302241109264
239 76 0.15277515979557962
239 93 0.14030649114622523
239 183 0.29355551369490185
239 251 0.338552051896753
239 254 0.21704431524363288
239 299 0.33902375817466385
240 20 0.20980316865392712
240 67 0.42141273864287715
240 97 0.166710612567955
240 180 0.1985942435458908
240 188 0.3743351527938095
240 280 0.45810658702193024
240 281 0.16030615900454306
240 283 0.49096176908886624
240 285 0.46281535248383004
240 296 0.3933821203678828
241 22 0.49624070115098745
241 27 0.34494248782278975
241 87 0.19936552362170926
241 153 0.09078366473974508
241 167 0.07541255496457758
241 184 0.3390230048698247
241 212 0.3833210537455058
241 253 0.3214050925004386
241 261 0.10818575586087767
241 297 0.3482310980206893
242 285 0.316909330744334
243 1 0.22029391906812704
243 48 0.10306083490908823
243 58 0.28558565453827317
243 89 0.1407506048039496
243 116 0.06779551853042534
243 149 0.21448041656713668
243 214 0.24652829084613959
243 220 0.29442023711818377
243 244 0.16051645334181658
243 259 0.3021731462416934
244 34 0.26167481181811164
244 48 0.1455757879074564
244 58 0.27702110237348504
244 89 0.2307572481212256
244 116 0.21132231417702452
244 149 0.29121724353834066
244 150 0.23955781116859645
244 214 0.12673308946700274
244 243 0.16051645334181658
244 259 0.17262731759837052
245 31 0.2332218487170687
245 36 0.22848301855173825
245 58 0.36916629870140033
245 116 0.24662160920605372
245 137 0.29373450543862895
245 149 0.22344695581610508
245 189 0.21611551809936708
245 220 0.2691478838440482
245 243 0.3111839359603514
245 286 0.2882031421626556
246 34 0.04322280261975316
246 46 0.3416106522486301
246 58 0.25539207370981903
246 150 0.17415264084284
246 199 0.13157714325530964
246 214 0.3609752387346036
246 220 0.37431453563668543
246 244 0.29264675782885335
246 259 0.36532911152641184
246 279 0.2391144333424744
247 50 0.3010665659313596
247 69 0.2782088897651556
247 73 0.4739804656613771
247 76 0.483437721578775
247 93 0.444289284275611
247 111 0.1264142293310719
247 183 0.41788353053106847
247 239 0.4258625977146875
247 251 0.4465416384914504
247 254 0.226018080709614
248 18 0.2700551887986555
248 55 0.2651425244410516
248 63 0.270849812478938
248 65 0.2485706770733239
248 94 0.17619226923841178
248 141 0.26067009877711395
248 183 0.27583946836131523
248 234 0.21337336440029064
248 237 0.09913369074862864
248 251 0.23218037743963288
249 152 0.14171120538085283
250 277 0.31020984594088036
251 10 0.2949473406285359
251 47 0.269158878097538
251 69 0.20353729415365526
251 73 0.07955078463453814
251 76 0.22509148601369663
251 93 0.209422197996541
251 183 0.04666164719476104
251 206 0.16328386664050618
251 237 0.2959070400736104
251 248 0.23218037743963288
252 39 0.17559681649840406
252 53 0.23247766537968964
252 59 0.29346218148765224
252 112 0.18784084297694306
252 121 0.19453386095541103
252 123 0.15772298749727304
252 126 0.18436501571242211
252 172 0.039054972856136835
252 263 0.12294772435830544
252 270 0.29207377561354253
253 27 0.1150909517324686
253 61 0.30980566315818275
253 87 0.3571068677740053
253 153 0.3230715903651664
253 164 0.3400440883112281
253 187 0.34189466428754206
253 219 0.3037795216427684
253 241 0.3214050925004386
253 261 0.357962373833553
253 297 0.11844863148272237
254 50 0.23615239845199912
254 64 0.34721147227497823
254 69 0.32643984688239563
254 76 0.320686135733091
254 93 0.28661653086550654
254 111 0.34409142030528267
254 183 0.3480781484198436
254 239 0.21704431524363288
254 247 0.226018080709614
254 262 0.3652366018975528
255 50 0.42995328343728706
256 287 0.5212087389127927
257 78 0.5207393892312612
257 103 0.4892172685475966
257 106 0.4885788752244215
257 133 0.47619898946534434
257 154 0.49774813923778116
257 202 0.3450533363112053
257 217 0.2965503152211078
257 222 0.2581935548950277
257 224 0.4315702218538721
257 275 0.22596450848334318
258 67 0.23670589035973552
258 78 0.33102086342620163
258 86 0.3272702241340935
258 105 0.23904752199407606
258 125 0.1364416219945109
258 158 0.29186273839033516
258 177 0.3120855742350339
258 269 0.213398264678662
258 283 0.29087937540555
258 284 0.21158051122904337
259 34 0.3234552473714177
259 48 0.22812420013830284
259 89 0.29583120343039276
259 150 0.22501521821089948
259 175 0.25248598080105356
259 214 0.05592456507765968
259 228 0.24392526452474633
259 243 0.3021731462416934
259 244 0.17262731759837052
259 294 0.21952739876891897
260 12 0.3314782178486544
260 16 0.156117555457498
260 77 0.32798636783840335
260 104 0.13817515260377283
260 151 0.046262168124811265
260 164 0.2550575559042526
260 187 0.21172233828625042
260 192 0.12075020111155291
260 208 0.21060941974725597
260 235 0.24667647504877793
261 22 0.4130332384736913
261 27 0.3457383244946786
261 87 0.10192291378071315
261 153 0.19885919014465805
261 167 0.1302530472082565
261 184 0.4470395684390737
261 212 0.4885681343727526
261 241 0.10818575586087767
261 253 0.357962373833553
261 297 0.4141074539576777
262 50 0.22255221107544693
262 64 0.30737126009850585
262 136 0.2354482074378407
262 223 0.47553962466432964
262 225 0.5111193405710976
262 239 0.4402585468679568
262 247 0.5099043614823812
262 254 0.3652366018975528
262 255 0.550493652444485
